ocr_text_similarity,income_discrepancy_ratio,marks_discrepancy,duplicate_cert_count,duplicate_bank_count,fuzzy_name_match_score,certificate_tamper_flag,is_fraud,risk_label
0.276,4.1,19.9,3,2,0.65,0,1,High_Risk
0.949,0.95,0.8,1,1,0.94,0,0,Normal
0.863,0.97,0.9,1,1,0.96,0,0,Normal
0.982,1.04,0.1,1,1,0.97,0,0,Normal
0.887,1.04,0.8,1,1,0.97,0,0,Normal
0.2,4.65,19.5,4,4,0.35,1,1,High_Risk
0.894,0.99,0.1,1,1,0.95,0,0,Normal
0.966,0.99,1.8,1,1,0.98,0,0,Normal
0.974,1.03,1.2,1,1,0.94,0,0,Normal
0.873,1.02,1.6,1,1,0.91,0,0,Normal
0.322,4.71,22.0,3,4,0.64,1,1,High_Risk
0.951,1.03,1.1,1,1,0.92,0,0,Normal
0.982,0.98,0.7,1,1,0.94,0,0,Normal
0.902,0.97,1.4,1,1,0.98,0,0,Normal
0.972,0.99,0.2,1,1,1.0,0,0,Normal
0.87,1.03,1.5,1,1,0.98,0,0,Normal
0.972,1.03,1.9,1,1,0.91,0,0,Normal
0.89,1.05,1.3,1,1,0.97,0,0,Normal
0.928,0.98,0.5,1,1,0.9,0,0,Normal
0.963,1.01,1.0,1,1,0.98,0,0,Normal
0.911,1.0,0.1,1,1,0.91,0,0,Normal
0.987,1.01,0.3,1,1,0.96,0,0,Normal
0.863,0.95,0.4,1,1,0.99,0,0,Normal
0.969,0.99,0.5,1,1,0.98,0,0,Normal
0.943,0.97,0.7,1,1,0.95,0,0,Normal
0.894,1.02,1.0,1,1,0.93,0,0,Normal
0.881,1.01,1.5,1,1,0.92,0,0,Normal
0.581,4.23,29.0,5,3,0.4,1,1,High_Risk
0.883,1.03,0.8,1,1,0.97,0,0,Normal
0.956,1.02,1.9,1,1,0.98,0,0,Normal
0.956,0.98,1.9,1,1,0.92,0,0,Normal
0.945,1.04,1.3,1,1,0.93,0,0,Normal
0.927,0.98,0.2,1,1,0.95,0,0,Normal
0.241,2.39,20.2,4,4,0.69,0,1,High_Risk
0.952,1.0,0.9,1,1,0.99,0,0,Normal
0.893,0.95,1.4,1,1,0.91,0,0,Normal
0.887,1.02,0.8,1,1,0.91,0,0,Normal
0.945,0.99,0.7,1,1,0.91,0,0,Normal
0.868,0.95,0.0,1,1,0.97,0,0,Normal
0.97,1.03,0.7,1,1,0.97,0,0,Normal
0.247,3.96,30.3,3,3,0.59,0,1,High_Risk
0.881,0.96,1.8,1,1,0.94,0,0,Normal
0.946,1.04,0.2,1,1,0.96,0,0,Normal
0.916,0.96,0.1,1,1,0.92,0,0,Normal
0.645,3.08,11.0,5,4,0.49,1,1,Suspicious
0.989,0.96,2.0,1,1,0.93,0,0,Normal
0.97,0.97,1.3,1,1,0.96,0,0,Normal
0.274,3.25,13.4,4,2,0.34,1,1,High_Risk
0.919,1.04,0.5,1,1,0.96,0,0,Normal
0.862,1.05,1.1,1,1,0.91,0,0,Normal
0.868,1.03,0.5,1,1,0.99,0,0,Normal
0.938,1.01,1.2,1,1,1.0,0,0,Normal
0.897,1.01,0.2,1,1,0.96,0,0,Normal
0.988,1.05,0.0,1,1,0.99,0,0,Normal
0.861,0.96,1.4,1,1,0.97,0,0,Normal
0.966,1.04,0.1,1,1,0.97,0,0,Normal
0.914,0.98,1.6,1,1,0.94,0,0,Normal
0.864,1.04,0.2,1,1,0.92,0,0,Normal
0.897,0.97,0.7,1,1,0.93,0,0,Normal
0.983,1.05,0.9,1,1,0.97,0,0,Normal
0.966,0.97,0.1,1,1,0.91,0,0,Normal
0.853,0.98,0.2,1,1,0.99,0,0,Normal
0.878,1.02,1.8,1,1,0.98,0,0,Normal
0.929,1.02,1.2,1,1,0.96,0,0,Normal
0.928,1.03,1.7,1,1,0.91,0,0,Normal
0.915,1.04,1.5,1,1,0.92,0,0,Normal
0.591,3.76,18.1,3,4,0.69,1,1,High_Risk
0.945,0.99,1.1,1,1,0.98,0,0,Normal
0.986,0.96,0.7,1,1,0.97,0,0,Normal
0.905,1.03,1.5,1,1,0.94,0,0,Normal
0.957,0.99,0.5,1,1,1.0,0,0,Normal
0.914,1.01,1.5,1,1,0.93,0,0,Normal
0.505,4.16,10.9,5,3,0.61,1,1,Suspicious
0.613,2.14,19.2,2,3,0.57,0,1,High_Risk
0.973,0.99,0.5,1,1,0.95,0,0,Normal
0.887,0.98,1.2,1,1,0.92,0,0,Normal
0.874,0.99,0.8,1,1,0.94,0,0,Normal
0.897,1.04,0.2,1,1,0.92,0,0,Normal
0.866,1.02,1.1,1,1,0.99,0,0,Normal
0.214,2.7,15.8,4,2,0.65,1,1,Suspicious
0.51,3.52,24.3,2,4,0.42,1,1,Suspicious
0.426,4.75,25.5,5,3,0.44,0,1,High_Risk
0.86,1.02,1.2,1,1,0.95,0,0,Normal
0.913,1.01,0.1,1,1,0.94,0,0,Normal
0.468,2.1,11.2,3,3,0.44,1,1,High_Risk
0.966,1.0,1.1,1,1,0.92,0,0,Normal
0.958,0.98,0.3,1,1,0.97,0,0,Normal
0.989,0.99,0.6,1,1,0.9,0,0,Normal
0.904,0.99,0.4,1,1,0.95,0,0,Normal
0.943,0.99,0.2,1,1,0.96,0,0,Normal
0.972,1.04,0.5,1,1,0.94,0,0,Normal
0.972,1.0,1.7,1,1,0.94,0,0,Normal
0.877,0.97,0.5,1,1,0.98,0,0,Normal
0.446,4.49,27.7,5,4,0.3,1,1,High_Risk
0.456,1.8,19.0,5,3,0.49,1,1,High_Risk
0.962,1.0,0.1,1,1,0.93,0,0,Normal
0.962,0.98,0.4,1,1,0.91,0,0,Normal
0.878,1.02,1.5,1,1,0.91,0,0,Normal
0.964,1.02,1.0,1,1,0.94,0,0,Normal
0.97,0.95,0.4,1,1,0.93,0,0,Normal
0.92,0.99,0.2,1,1,0.91,0,0,Normal
0.872,0.96,0.3,1,1,0.98,0,0,Normal
0.864,1.04,0.6,1,1,0.91,0,0,Normal
0.889,0.98,0.9,1,1,0.92,0,0,Normal
0.858,0.98,1.9,1,1,0.92,0,0,Normal
0.963,0.99,1.2,1,1,0.93,0,0,Normal
0.903,0.97,0.0,1,1,0.93,0,0,Normal
0.89,0.98,0.1,1,1,0.97,0,0,Normal
0.851,0.99,0.1,1,1,0.96,0,0,Normal
0.869,0.99,0.8,1,1,0.97,0,0,Normal
0.854,1.03,1.9,1,1,0.91,0,0,Normal
0.937,1.01,1.4,1,1,0.93,0,0,Normal
0.283,4.26,20.4,5,2,0.49,1,1,High_Risk
0.857,0.96,1.7,1,1,0.97,0,0,Normal
0.883,1.05,1.1,1,1,0.97,0,0,Normal
0.882,0.96,1.0,1,1,0.94,0,0,Normal
0.99,0.99,1.0,1,1,0.99,0,0,Normal
0.319,3.22,16.3,2,2,0.68,0,1,High_Risk
0.417,4.52,27.9,4,4,0.62,1,1,High_Risk
0.934,1.04,0.8,1,1,0.92,0,0,Normal
0.983,0.99,1.8,1,1,0.92,0,0,Normal
0.988,0.98,1.3,1,1,0.94,0,0,Normal
0.966,0.95,0.0,1,1,0.94,0,0,Normal
0.925,0.96,1.9,1,1,0.95,0,0,Normal
0.98,0.99,0.7,1,1,0.93,0,0,Normal
0.975,1.01,0.5,1,1,1.0,0,0,Normal
0.928,1.03,0.2,1,1,0.98,0,0,Normal
0.916,0.98,0.3,1,1,0.93,0,0,Normal
0.927,1.0,1.5,1,1,0.93,0,0,Normal
0.916,0.98,1.4,1,1,0.92,0,0,Normal
0.329,4.63,21.4,5,4,0.53,1,1,Suspicious
0.984,1.05,0.3,1,1,0.96,0,0,Normal
0.969,1.03,1.8,1,1,0.91,0,0,Normal
0.984,0.97,0.1,1,1,0.93,0,0,Normal
0.896,1.01,0.4,1,1,0.97,0,0,Normal
0.976,0.98,1.2,1,1,0.91,0,0,Normal
0.9,0.96,1.5,1,1,0.94,0,0,Normal
0.468,4.23,25.4,5,3,0.43,1,1,High_Risk
0.906,1.05,1.7,1,1,0.92,0,0,Normal
0.935,0.96,1.2,1,1,0.97,0,0,Normal
0.946,1.01,0.2,1,1,0.93,0,0,Normal
0.939,1.03,1.8,1,1,0.93,0,0,Normal
0.486,4.22,22.6,3,2,0.47,1,1,High_Risk
0.91,0.96,0.2,1,1,0.98,0,0,Normal
0.261,3.24,32.4,2,2,0.48,1,1,High_Risk
0.878,1.04,1.5,1,1,0.92,0,0,Normal
0.942,0.97,0.9,1,1,0.9,0,0,Normal
0.915,1.0,1.9,1,1,0.94,0,0,Normal
0.869,1.01,0.6,1,1,0.91,0,0,Normal
0.603,3.66,28.8,2,3,0.33,1,1,High_Risk
0.888,0.97,1.8,1,1,0.99,0,0,Normal
0.93,1.0,1.0,1,1,1.0,0,0,Normal
0.894,1.02,1.3,1,1,0.97,0,0,Normal
0.987,1.0,1.6,1,1,0.98,0,0,Normal
0.873,0.98,0.5,1,1,0.93,0,0,Normal
0.947,0.98,0.5,1,1,0.97,0,0,Normal
0.85,1.02,0.5,1,1,0.94,0,0,Normal
0.866,1.0,0.9,1,1,0.99,0,0,Normal
0.915,0.97,1.1,1,1,0.95,0,0,Normal
0.956,0.98,1.1,1,1,0.94,0,0,Normal
0.949,0.97,1.8,1,1,0.95,0,0,Normal
0.96,1.03,1.2,1,1,0.99,0,0,Normal
0.922,1.04,1.1,1,1,0.99,0,0,Normal
0.873,0.98,1.5,1,1,0.93,0,0,Normal
0.855,1.03,0.8,1,1,1.0,0,0,Normal
0.645,3.54,30.2,5,3,0.54,0,1,High_Risk
0.409,3.22,13.9,4,2,0.51,0,1,High_Risk
0.971,1.04,1.9,1,1,0.94,0,0,Normal
0.883,1.04,1.1,1,1,0.99,0,0,Normal
0.86,0.98,0.1,1,1,0.91,0,0,Normal
0.483,3.15,29.2,4,2,0.44,1,1,Suspicious
0.854,1.01,0.8,1,1,0.98,0,0,Normal
0.867,1.04,1.4,1,1,0.99,0,0,Normal
0.949,1.05,1.1,1,1,0.93,0,0,Normal
0.912,0.96,0.9,1,1,0.98,0,0,Normal
0.894,0.99,0.8,1,1,0.97,0,0,Normal
0.941,1.01,1.0,1,1,1.0,0,0,Normal
0.931,1.02,1.2,1,1,0.92,0,0,Normal
0.949,0.95,1.1,1,1,0.95,0,0,Normal
0.953,0.98,1.4,1,1,0.92,0,0,Normal
0.25,4.63,15.5,2,4,0.45,1,1,High_Risk
0.317,3.54,24.5,2,2,0.62,1,1,High_Risk
0.938,0.99,1.2,1,1,0.93,0,0,Normal
0.546,1.99,25.0,3,2,0.41,1,1,Suspicious
0.96,1.01,0.1,1,1,0.91,0,0,Normal
0.932,1.04,1.9,1,1,0.9,0,0,Normal
0.9,1.02,0.2,1,1,0.96,0,0,Normal
0.901,1.05,0.6,1,1,0.95,0,0,Normal
0.947,1.02,1.3,1,1,0.96,0,0,Normal
0.897,0.95,1.0,1,1,0.99,0,0,Normal
0.931,1.01,1.2,1,1,0.94,0,0,Normal
0.914,0.98,1.7,1,1,0.93,0,0,Normal
0.921,1.01,0.2,1,1,0.99,0,0,Normal
0.975,0.99,1.3,1,1,0.9,0,0,Normal
0.891,1.02,1.1,1,1,0.95,0,0,Normal
0.217,2.04,15.0,2,4,0.58,1,1,High_Risk
0.897,1.04,1.8,1,1,0.91,0,0,Normal
0.91,0.96,1.0,1,1,0.96,0,0,Normal
0.402,3.54,20.1,5,2,0.41,1,1,High_Risk
0.971,1.03,1.2,1,1,0.98,0,0,Normal
0.879,1.01,1.6,1,1,0.91,0,0,Normal
0.967,1.04,1.2,1,1,0.96,0,0,Normal
0.975,0.96,1.4,1,1,0.96,0,0,Normal
0.943,1.03,1.0,1,1,0.95,0,0,Normal
0.907,1.03,1.2,1,1,0.95,0,0,Normal
0.861,1.0,1.8,1,1,0.97,0,0,Normal
0.897,1.03,0.6,1,1,0.93,0,0,Normal
0.921,0.97,0.6,1,1,0.99,0,0,Normal
0.893,1.0,0.0,1,1,0.91,0,0,Normal
0.948,0.95,0.9,1,1,0.94,0,0,Normal
0.939,0.96,0.3,1,1,0.94,0,0,Normal
0.471,3.48,10.6,2,4,0.63,0,1,High_Risk
0.899,0.98,0.4,1,1,0.92,0,0,Normal
0.881,1.02,2.0,1,1,0.94,0,0,Normal
0.988,0.96,2.0,1,1,0.96,0,0,Normal
0.946,1.04,0.6,1,1,0.96,0,0,Normal
0.872,1.02,1.4,1,1,0.93,0,0,Normal
0.923,1.0,0.7,1,1,0.93,0,0,Normal
0.901,1.02,1.8,1,1,0.92,0,0,Normal
0.961,1.04,0.3,1,1,0.94,0,0,Normal
0.86,1.04,1.6,1,1,0.93,0,0,Normal
0.901,1.02,1.0,1,1,0.95,0,0,Normal
0.864,0.96,1.5,1,1,0.93,0,0,Normal
0.918,1.01,0.8,1,1,0.95,0,0,Normal
0.878,0.97,1.9,1,1,0.96,0,0,Normal
0.511,2.67,33.8,3,2,0.67,1,1,High_Risk
0.238,2.8,10.8,3,4,0.35,1,1,High_Risk
0.612,3.71,24.0,5,3,0.34,1,1,Suspicious
0.524,4.21,33.5,4,2,0.36,0,1,Suspicious
0.889,0.96,0.1,1,1,0.92,0,0,Normal
0.912,1.04,0.4,1,1,0.93,0,0,Normal
0.967,1.0,1.0,1,1,0.96,0,0,Normal
0.899,1.02,1.9,1,1,0.98,0,0,Normal
0.537,2.63,31.4,3,4,0.63,1,1,High_Risk
0.922,1.05,1.0,1,1,0.98,0,0,Normal
0.917,0.99,0.0,1,1,0.98,0,0,Normal
0.981,0.97,0.6,1,1,0.99,0,0,Normal
0.857,0.96,0.2,1,1,0.97,0,0,Normal
0.887,0.96,0.8,1,1,0.95,0,0,Normal
0.865,1.04,0.2,1,1,1.0,0,0,Normal
0.856,1.02,1.7,1,1,0.95,0,0,Normal
0.263,3.94,30.6,3,4,0.66,0,1,Suspicious
0.952,0.96,0.5,1,1,0.99,0,0,Normal
0.935,1.03,0.7,1,1,0.92,0,0,Normal
0.879,1.04,0.1,1,1,0.93,0,0,Normal
0.881,0.96,0.0,1,1,1.0,0,0,Normal
0.947,1.04,1.3,1,1,0.99,0,0,Normal
0.897,1.05,0.4,1,1,0.93,0,0,Normal
0.865,1.01,0.1,1,1,0.91,0,0,Normal
0.963,1.04,0.2,1,1,0.96,0,0,Normal
0.87,1.03,0.7,1,1,0.97,0,0,Normal
0.961,0.96,0.5,1,1,1.0,0,0,Normal
0.918,0.97,0.1,1,1,0.97,0,0,Normal
0.858,0.99,0.4,1,1,0.91,0,0,Normal
0.904,0.95,0.7,1,1,0.96,0,0,Normal
0.868,1.01,0.1,1,1,0.95,0,0,Normal
0.573,3.24,33.0,4,2,0.31,0,1,High_Risk
0.86,1.04,1.5,1,1,0.98,0,0,Normal
0.92,1.03,1.6,1,1,0.95,0,0,Normal
0.952,0.96,0.8,1,1,0.94,0,0,Normal
0.893,1.05,1.9,1,1,0.92,0,0,Normal
0.965,1.02,0.2,1,1,1.0,0,0,Normal
0.952,1.05,1.4,1,1,0.91,0,0,Normal
0.934,1.01,0.8,1,1,0.97,0,0,Normal
0.936,0.98,1.2,1,1,0.92,0,0,Normal
0.334,2.17,15.4,4,4,0.54,0,1,Suspicious
0.885,1.02,0.1,1,1,0.94,0,0,Normal
0.857,1.04,0.8,1,1,0.92,0,0,Normal
0.894,1.03,1.6,1,1,0.98,0,0,Normal
0.953,0.99,0.4,1,1,0.91,0,0,Normal
0.933,0.98,1.2,1,1,0.97,0,0,Normal
0.885,1.01,0.5,1,1,0.96,0,0,Normal
0.96,1.03,0.7,1,1,0.93,0,0,Normal
0.946,1.02,1.7,1,1,0.9,0,0,Normal
0.943,1.02,0.4,1,1,0.92,0,0,Normal
0.884,1.04,1.7,1,1,0.92,0,0,Normal
0.931,1.03,0.9,1,1,0.93,0,0,Normal
0.861,1.05,0.5,1,1,0.96,0,0,Normal
0.873,1.02,1.9,1,1,0.99,0,0,Normal
0.503,2.96,22.0,3,3,0.62,0,1,High_Risk
0.975,1.05,1.0,1,1,0.94,0,0,Normal
0.57,2.72,34.2,4,2,0.63,1,1,High_Risk
0.923,1.05,0.8,1,1,0.91,0,0,Normal
0.924,0.97,1.9,1,1,0.93,0,0,Normal
0.985,1.0,1.1,1,1,0.93,0,0,Normal
0.915,0.98,1.2,1,1,0.94,0,0,Normal
0.462,4.21,22.8,3,4,0.38,1,1,Suspicious
0.587,4.6,23.3,4,4,0.62,1,1,High_Risk
0.524,3.83,23.3,3,3,0.31,1,1,Suspicious
0.488,2.7,25.2,4,4,0.5,0,1,High_Risk
0.967,0.96,1.5,1,1,0.91,0,0,Normal
0.935,0.98,1.1,1,1,0.94,0,0,Normal
0.983,1.04,1.5,1,1,0.97,0,0,Normal
0.564,4.99,29.6,3,2,0.55,0,1,High_Risk
0.334,4.25,19.6,5,2,0.68,1,1,High_Risk
0.861,1.03,2.0,1,1,0.97,0,0,Normal
0.959,0.97,0.3,1,1,0.91,0,0,Normal
0.987,1.0,1.0,1,1,0.92,0,0,Normal
0.958,1.04,0.6,1,1,0.96,0,0,Normal
0.964,1.05,0.8,1,1,0.95,0,0,Normal
0.86,1.02,0.4,1,1,0.98,0,0,Normal
0.887,1.02,1.2,1,1,0.99,0,0,Normal
0.873,1.04,1.9,1,1,0.97,0,0,Normal
0.966,1.05,0.6,1,1,0.95,0,0,Normal
0.925,0.99,0.3,1,1,0.96,0,0,Normal
0.879,0.95,1.3,1,1,0.94,0,0,Normal
0.858,0.98,0.8,1,1,0.94,0,0,Normal
0.323,3.78,15.0,3,2,0.52,1,1,High_Risk
0.972,0.95,1.9,1,1,0.95,0,0,Normal
0.9,1.03,0.7,1,1,0.97,0,0,Normal
0.641,3.53,14.8,2,3,0.67,1,1,High_Risk
0.388,2.18,25.0,3,3,0.39,1,1,High_Risk
0.99,0.98,1.1,1,1,0.96,0,0,Normal
0.954,0.99,1.6,1,1,0.96,0,0,Normal
0.88,0.95,1.7,1,1,0.92,0,0,Normal
0.598,4.25,19.4,2,4,0.45,0,1,High_Risk
0.866,0.97,1.6,1,1,0.99,0,0,Normal
0.917,1.03,0.3,1,1,0.99,0,0,Normal
0.873,1.0,0.1,1,1,0.97,0,0,Normal
0.983,1.05,0.2,1,1,1.0,0,0,Normal
0.348,4.94,32.4,5,2,0.39,1,1,High_Risk
0.864,1.03,1.1,1,1,0.96,0,0,Normal
0.485,3.22,26.0,5,4,0.61,0,1,High_Risk
0.876,0.95,0.8,1,1,0.92,0,0,Normal
0.987,0.96,1.8,1,1,0.99,0,0,Normal
0.934,1.02,1.6,1,1,0.99,0,0,Normal
0.438,2.44,15.0,3,3,0.67,0,1,Suspicious
0.972,0.99,0.6,1,1,0.96,0,0,Normal
0.879,0.97,0.2,1,1,0.97,0,0,Normal
0.897,1.02,1.5,1,1,0.96,0,0,Normal
0.408,3.56,34.1,2,2,0.39,0,1,Suspicious
0.91,0.97,0.5,1,1,0.93,0,0,Normal
0.92,1.03,0.1,1,1,0.93,0,0,Normal
0.971,0.98,0.4,1,1,0.91,0,0,Normal
0.34,2.36,28.8,5,4,0.46,1,1,High_Risk
0.959,1.01,0.3,1,1,0.94,0,0,Normal
0.863,0.97,2.0,1,1,0.96,0,0,Normal
0.899,0.99,0.3,1,1,0.97,0,0,Normal
0.944,0.98,1.1,1,1,0.97,0,0,Normal
0.894,0.98,0.1,1,1,0.96,0,0,Normal
0.894,1.03,0.9,1,1,1.0,0,0,Normal
0.876,0.97,1.5,1,1,0.92,0,0,Normal
0.954,1.0,1.8,1,1,0.91,0,0,Normal
0.923,1.03,1.5,1,1,0.96,0,0,Normal
0.935,0.95,1.2,1,1,0.96,0,0,Normal
0.434,3.56,20.4,5,3,0.31,1,1,High_Risk
0.851,0.98,1.7,1,1,0.96,0,0,Normal
0.889,1.04,1.7,1,1,0.96,0,0,Normal
0.937,0.97,1.9,1,1,0.93,0,0,Normal
0.908,0.98,0.1,1,1,0.92,0,0,Normal
0.964,0.98,0.6,1,1,0.96,0,0,Normal
0.914,1.05,0.1,1,1,0.96,0,0,Normal
0.972,1.03,1.5,1,1,0.97,0,0,Normal
0.883,1.02,0.1,1,1,0.94,0,0,Normal
0.544,2.72,11.7,5,3,0.39,1,1,High_Risk
0.942,1.04,1.1,1,1,0.99,0,0,Normal
0.879,0.98,0.9,1,1,0.91,0,0,Normal
0.926,1.02,1.1,1,1,0.92,0,0,Normal
0.937,0.97,0.6,1,1,0.99,0,0,Normal
0.921,1.04,1.6,1,1,0.96,0,0,Normal
0.872,0.95,1.7,1,1,0.91,0,0,Normal
0.879,0.98,0.4,1,1,0.93,0,0,Normal
0.855,0.99,1.6,1,1,0.91,0,0,Normal
0.261,2.47,21.6,2,3,0.42,0,1,Suspicious
0.853,0.99,0.6,1,1,0.9,0,0,Normal
0.856,1.0,1.2,1,1,0.98,0,0,Normal
0.93,0.95,1.9,1,1,0.94,0,0,Normal
0.894,1.02,1.0,1,1,0.98,0,0,Normal
0.91,0.98,0.7,1,1,0.93,0,0,Normal
0.873,1.04,0.2,1,1,0.94,0,0,Normal
0.335,4.24,19.6,4,3,0.49,0,1,Suspicious
0.965,0.96,0.9,1,1,0.95,0,0,Normal
0.91,1.03,1.2,1,1,0.94,0,0,Normal
0.886,0.99,0.1,1,1,0.93,0,0,Normal
0.927,1.04,0.4,1,1,0.96,0,0,Normal
0.941,1.01,0.5,1,1,0.97,0,0,Normal
0.876,1.03,0.3,1,1,0.9,0,0,Normal
0.97,1.03,1.0,1,1,0.92,0,0,Normal
0.914,1.02,1.0,1,1,0.99,0,0,Normal
0.347,3.42,18.5,2,4,0.46,0,1,High_Risk
0.855,1.05,0.2,1,1,0.9,0,0,Normal
0.876,1.0,0.3,1,1,0.95,0,0,Normal
0.64,2.44,29.9,5,3,0.66,1,1,High_Risk
0.894,1.02,0.3,1,1,0.93,0,0,Normal
0.885,0.97,0.5,1,1,0.94,0,0,Normal
0.914,1.02,0.0,1,1,0.93,0,0,Normal
0.626,2.15,18.6,3,3,0.54,1,1,High_Risk
0.85,0.96,1.7,1,1,0.9,0,0,Normal
0.559,2.37,22.0,3,2,0.42,1,1,High_Risk
0.941,0.98,0.4,1,1,0.95,0,0,Normal
0.308,3.27,20.4,4,3,0.5,1,1,High_Risk
0.855,1.02,1.5,1,1,0.96,0,0,Normal
0.358,3.46,17.0,2,2,0.37,0,1,High_Risk
0.358,2.37,23.5,4,2,0.65,1,1,Suspicious
0.858,0.98,0.4,1,1,0.9,0,0,Normal
0.937,1.01,1.5,1,1,0.93,0,0,Normal
0.342,3.04,29.8,5,3,0.59,0,1,High_Risk
0.924,0.96,1.1,1,1,0.97,0,0,Normal
0.918,0.97,1.7,1,1,0.94,0,0,Normal
0.88,1.03,1.6,1,1,0.96,0,0,Normal
0.438,2.86,31.8,4,2,0.34,0,1,High_Risk
0.892,1.04,1.8,1,1,0.96,0,0,Normal
0.535,3.39,29.4,4,4,0.57,1,1,High_Risk
0.986,1.01,1.2,1,1,0.95,0,0,Normal
0.859,1.03,1.9,1,1,1.0,0,0,Normal
0.579,3.28,32.6,4,2,0.64,1,1,High_Risk
0.926,1.04,1.0,1,1,0.98,0,0,Normal
0.955,1.04,1.1,1,1,0.98,0,0,Normal
0.944,0.95,1.6,1,1,0.99,0,0,Normal
0.94,1.02,1.0,1,1,0.95,0,0,Normal
0.986,0.98,1.2,1,1,0.96,0,0,Normal
0.863,1.03,1.0,1,1,0.97,0,0,Normal
0.905,1.0,1.0,1,1,0.92,0,0,Normal
0.52,2.88,23.2,4,3,0.42,1,1,High_Risk
0.855,1.0,0.7,1,1,0.9,0,0,Normal
0.855,1.01,1.7,1,1,0.9,0,0,Normal
0.268,3.72,25.1,4,3,0.69,0,1,Suspicious
0.285,2.58,27.1,2,3,0.6,1,1,Suspicious
0.863,0.95,1.0,1,1,0.92,0,0,Normal
0.927,0.98,0.1,1,1,0.93,0,0,Normal
0.978,1.03,0.7,1,1,0.95,0,0,Normal
0.935,0.96,1.5,1,1,1.0,0,0,Normal
0.85,1.03,1.5,1,1,0.91,0,0,Normal
0.424,3.12,16.0,3,3,0.63,1,1,High_Risk
0.981,1.0,0.9,1,1,0.95,0,0,Normal
0.989,1.02,1.9,1,1,0.95,0,0,Normal
0.954,0.96,1.3,1,1,0.96,0,0,Normal
0.966,1.02,1.0,1,1,0.98,0,0,Normal
0.936,0.96,1.5,1,1,0.94,0,0,Normal
0.884,0.97,0.4,1,1,0.99,0,0,Normal
0.949,1.04,1.1,1,1,0.98,0,0,Normal
0.927,0.99,0.1,1,1,0.94,0,0,Normal
0.868,1.0,0.7,1,1,0.98,0,0,Normal
0.889,1.03,0.5,1,1,0.98,0,0,Normal
0.958,0.99,1.4,1,1,0.98,0,0,Normal
0.947,1.0,0.3,1,1,0.94,0,0,Normal
0.862,1.01,1.8,1,1,0.96,0,0,Normal
0.923,1.04,0.1,1,1,0.96,0,0,Normal
0.902,1.04,0.1,1,1,0.97,0,0,Normal
0.943,0.98,1.1,1,1,0.98,0,0,Normal
0.897,1.0,0.5,1,1,0.98,0,0,Normal
0.887,1.02,0.8,1,1,0.92,0,0,Normal
0.98,1.04,1.8,1,1,0.96,0,0,Normal
0.927,0.96,0.1,1,1,0.96,0,0,Normal
0.982,1.02,0.3,1,1,0.98,0,0,Normal
0.91,1.03,0.2,1,1,0.98,0,0,Normal
0.891,1.0,0.2,1,1,0.91,0,0,Normal
0.926,0.97,1.4,1,1,0.95,0,0,Normal
0.989,0.97,0.7,1,1,0.94,0,0,Normal
0.966,0.97,1.5,1,1,0.96,0,0,Normal
0.912,1.01,0.8,1,1,0.94,0,0,Normal
0.613,3.92,31.2,4,4,0.64,0,1,High_Risk
0.966,0.97,0.3,1,1,0.91,0,0,Normal
0.987,0.97,0.4,1,1,0.93,0,0,Normal
0.965,1.03,0.0,1,1,0.92,0,0,Normal
0.883,0.98,1.3,1,1,0.93,0,0,Normal
0.435,3.93,20.7,2,4,0.45,0,1,Suspicious
0.966,0.97,1.6,1,1,0.96,0,0,Normal
0.962,0.97,1.3,1,1,0.93,0,0,Normal
0.919,0.97,0.9,1,1,0.92,0,0,Normal
0.488,4.35,25.1,5,3,0.31,0,1,High_Risk
0.291,4.56,17.3,3,2,0.44,1,1,High_Risk
0.973,0.95,0.0,1,1,0.95,0,0,Normal
0.867,0.99,0.3,1,1,0.99,0,0,Normal
0.985,1.02,0.7,1,1,0.99,0,0,Normal
0.524,4.07,21.4,3,3,0.39,0,1,Suspicious
0.97,0.98,0.1,1,1,0.95,0,0,Normal
0.979,1.03,1.3,1,1,0.95,0,0,Normal
0.865,0.97,1.1,1,1,0.93,0,0,Normal
0.901,1.01,1.6,1,1,0.99,0,0,Normal
0.972,1.01,0.8,1,1,0.98,0,0,Normal
0.879,0.97,0.1,1,1,0.94,0,0,Normal
0.319,2.51,21.7,4,2,0.6,1,1,High_Risk
0.983,0.95,0.4,1,1,0.97,0,0,Normal
0.928,1.03,0.9,1,1,0.96,0,0,Normal
0.288,2.31,16.2,5,3,0.31,1,1,High_Risk
0.863,1.04,0.0,1,1,0.9,0,0,Normal
0.565,2.46,22.2,4,4,0.3,1,1,Suspicious
0.592,4.83,18.7,3,4,0.48,1,1,High_Risk
0.954,0.98,1.1,1,1,0.95,0,0,Normal
0.878,1.0,1.7,1,1,0.98,0,0,Normal
0.876,1.02,0.2,1,1,0.91,0,0,Normal
0.245,4.57,21.5,4,2,0.35,1,1,High_Risk
0.986,0.95,0.9,1,1,1.0,0,0,Normal
0.925,1.01,1.8,1,1,0.91,0,0,Normal
0.865,1.05,1.0,1,1,0.95,0,0,Normal
0.891,1.02,1.2,1,1,0.96,0,0,Normal
0.986,0.99,0.1,1,1,0.99,0,0,Normal
0.902,1.01,0.8,1,1,0.94,0,0,Normal
0.875,1.01,0.5,1,1,1.0,0,0,Normal
